"internal_taxon_name","GL_estimate","Source"
"Crocidura telfordi",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura kivuana",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura eisentrauti",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura orii",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura raineyi",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura fumosa",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura zimmeri",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura nimbae",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura ultima",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura niobe",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura longipes",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura andamanensis",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura foxi",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura grandiceps",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura wimmeri",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura mutesae",1.2,"Pacifici et al. (2013, NatCons)"
"Crocidura nicobarica",1.2,"Pacifici et al. (2013, NatCons)"
"Dicrostonyx vinogradovi",1.2,"Pacifici et al. (2013, NatCons)"
"Dicrostonyx unalascensis",1.2,"Pacifici et al. (2013, NatCons)"
"Thallomys shortridgei",1.2,"Pacifici et al. (2013, NatCons)"
"Ningaui yvonneae",1.3,"Pacifici et al. (2013, NatCons)"
"Ningaui timealeyi",1.3,"Pacifici et al. (2013, NatCons)"
"Chiropodomys calamianensis",1.3,"Pacifici et al. (2013, NatCons)"
"Chiropodomys major",1.3,"Pacifici et al. (2013, NatCons)"
"Chiropodomys muroides",1.3,"Pacifici et al. (2013, NatCons)"
"Chiropodomys pusillus",1.3,"Pacifici et al. (2013, NatCons)"
"Chiropodomys karlkoopmani",1.3,"Pacifici et al. (2013, NatCons)"
"Hylaeamys laticeps",1.3,"Pacifici et al. (2013, NatCons)"
"Hylaeamys oniscus",1.3,"Pacifici et al. (2013, NatCons)"
"Hylaeamys tatei",1.3,"Pacifici et al. (2013, NatCons)"
"Hylaeamys acritus",1.3,"Pacifici et al. (2013, NatCons)"
"Lemniscomys barbarus",1.3,"Pacifici et al. (2013, NatCons)"
"Lemniscomys hoogstraali",1.3,"Pacifici et al. (2013, NatCons)"
"Lemniscomys roseveari",1.3,"Pacifici et al. (2013, NatCons)"
"Lemniscomys mittendorfi",1.3,"Pacifici et al. (2013, NatCons)"
"Galea flavidens",1.4,"Pacifici et al. (2013, NatCons)"
"Rattus hainaldi",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus mollicomulus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus satarae",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus richardsoni",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus vandeuseni",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus omichlodes",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus ranjiniae",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus burrus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus simalurensis",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus elaphinus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus montanus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus giluwensis",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus tawitawiensis",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus adustus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus bontanus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus enganus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus koopmani",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus korinchi",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus mindorensis",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus pelurus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus timorensis",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus blangorum",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus salocco",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus hoogerwerfi",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus lugens",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus xanthurus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus feliceus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus stoicus",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus jobiensis",1.5,"Pacifici et al. (2013, NatCons)"
"Rattus palmarum",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis youngsoni",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis dolichura",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis hirtipes",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis archeri",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis griseoventer",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis longicaudata",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis gilberti",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis butleri",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis granulipes",1.5,"Pacifici et al. (2013, NatCons)"
"Sminthopsis douglasi",1.5,"Pacifici et al. (2013, NatCons)"
"Psammomys vexillaris",1.5,"Pacifici et al. (2013, NatCons)"
"Didelphis pernigra",1.5,"Pacifici et al. (2013, NatCons)"
"Didelphis imperfecta",1.5,"Pacifici et al. (2013, NatCons)"
"Didelphis aurita",1.5,"Pacifici et al. (2013, NatCons)"
"Apodemus alpicola",1.5,"Pacifici et al. (2013, NatCons)"
"Apodemus gurkha",1.5,"Pacifici et al. (2013, NatCons)"
"Apodemus hyrcanicus",1.5,"Pacifici et al. (2013, NatCons)"
"Apodemus epimelas",1.5,"Pacifici et al. (2013, NatCons)"
"Grammomys minnae",1.5,"Pacifici et al. (2013, NatCons)"
"Grammomys aridulus",1.5,"Pacifici et al. (2013, NatCons)"
"Grammomys buntingi",1.5,"Pacifici et al. (2013, NatCons)"
"Grammomys caniceps",1.5,"Pacifici et al. (2013, NatCons)"
"Grammomys dryas",1.5,"Pacifici et al. (2013, NatCons)"
"Grammomys gigas",1.5,"Pacifici et al. (2013, NatCons)"
"Marmosa lepida",1.6,"Pacifici et al. (2013, NatCons)"
"Marmosa tyleriana",1.6,"Pacifici et al. (2013, NatCons)"
"Marmosa murina",1.6,"Pacifici et al. (2013, NatCons)"
"Marmosa andersoni",1.6,"Pacifici et al. (2013, NatCons)"
"Marmosa mexicana",1.6,"Pacifici et al. (2013, NatCons)"
"Marmosa rubra",1.6,"Pacifici et al. (2013, NatCons)"
"Marmosa quichua",1.6,"Pacifici et al. (2013, NatCons)"
"Salinomys delicatus",1.6,"Pacifici et al. (2013, NatCons)"
"Neacomys pictus",1.6,"Pacifici et al. (2013, NatCons)"
"Rhagomys rufescens",1.6,"Pacifici et al. (2013, NatCons)"
"Hyperacrius fertilis",1.6,"Pacifici et al. (2013, NatCons)"
"Arborimus longicaudus",1.6,"Pacifici et al. (2013, NatCons)"
"Juliomys rimofrons",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon philipmyersi",1.6,"Pacifici et al. (2013, NatCons)"
"Abrothrix sanborni",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon lindberghi",1.6,"Pacifici et al. (2013, NatCons)"
"Oligoryzomys moojeni",1.6,"Pacifici et al. (2013, NatCons)"
"Oligoryzomys rupestris",1.6,"Pacifici et al. (2013, NatCons)"
"Oligoryzomys brendae",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon sanctipaulensis",1.6,"Pacifici et al. (2013, NatCons)"
"Bibimys torresi",1.6,"Pacifici et al. (2013, NatCons)"
"Nesoryzomys fernandinae",1.6,"Pacifici et al. (2013, NatCons)"
"Arborimus pomo",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon mystax",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon pervalens",1.6,"Pacifici et al. (2013, NatCons)"
"Handleyomys rhabdops",1.6,"Pacifici et al. (2013, NatCons)"
"Handleyomys saturatior",1.6,"Pacifici et al. (2013, NatCons)"
"Podoxymys roraimae",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon siberiae",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys ucucha",1.6,"Pacifici et al. (2013, NatCons)"
"Aepeomys reigi",1.6,"Pacifici et al. (2013, NatCons)"
"Alticola roylei",1.6,"Pacifici et al. (2013, NatCons)"
"Necromys punctulatus",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon surdus",1.6,"Pacifici et al. (2013, NatCons)"
"Akodon varius",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys chinanteco",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys lophurus",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys simulatus",1.6,"Pacifici et al. (2013, NatCons)"
"Neusticomys mussoi",1.6,"Pacifici et al. (2013, NatCons)"
"Rheomys mexicanus",1.6,"Pacifici et al. (2013, NatCons)"
"Rheomys thomasi",1.6,"Pacifici et al. (2013, NatCons)"
"Graomys edithae",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys ixtlani",1.6,"Pacifici et al. (2013, NatCons)"
"Necromys obscurus",1.6,"Pacifici et al. (2013, NatCons)"
"Cerradomys marinhus",1.6,"Pacifici et al. (2013, NatCons)"
"Alticola albicaudus",1.6,"Pacifici et al. (2013, NatCons)"
"Alticola olchonensis",1.6,"Pacifici et al. (2013, NatCons)"
"Phyllotis bonariensis",1.6,"Pacifici et al. (2013, NatCons)"
"Neusticomys ferreirai",1.6,"Pacifici et al. (2013, NatCons)"
"Brucepattersonius paradisus",1.6,"Pacifici et al. (2013, NatCons)"
"Brucepattersonius griserufescens",1.6,"Pacifici et al. (2013, NatCons)"
"Brucepattersonius guarani",1.6,"Pacifici et al. (2013, NatCons)"
"Brucepattersonius soricinus",1.6,"Pacifici et al. (2013, NatCons)"
"Brucepattersonius misionensis",1.6,"Pacifici et al. (2013, NatCons)"
"Brucepattersonius igniventris",1.6,"Pacifici et al. (2013, NatCons)"
"Neodon forresti",1.6,"Pacifici et al. (2013, NatCons)"
"Phyllotis osgoodi",1.6,"Pacifici et al. (2013, NatCons)"
"Proedromys liangshanensis",1.6,"Pacifici et al. (2013, NatCons)"
"Alticola montosa",1.6,"Pacifici et al. (2013, NatCons)"
"Proedromys bedfordi",1.6,"Pacifici et al. (2013, NatCons)"
"Oecomys concolor",1.6,"Pacifici et al. (2013, NatCons)"
"Wiedomys cerradensis",1.6,"Pacifici et al. (2013, NatCons)"
"Wilfredomys oenax",1.6,"Pacifici et al. (2013, NatCons)"
"Neusticomys oyapocki",1.6,"Pacifici et al. (2013, NatCons)"
"Neusticomys venezuelae",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys schmidlyi",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys delicatulus",1.6,"Pacifici et al. (2013, NatCons)"
"Phyllotis anitae",1.6,"Pacifici et al. (2013, NatCons)"
"Chibchanomys orcesi",1.6,"Pacifici et al. (2013, NatCons)"
"Chibchanomys trichotis",1.6,"Pacifici et al. (2013, NatCons)"
"Nelsonia goldmani",1.6,"Pacifici et al. (2013, NatCons)"
"Chelemys megalonyx",1.6,"Pacifici et al. (2013, NatCons)"
"Dinaromys bogdanovi",1.6,"Pacifici et al. (2013, NatCons)"
"Megadontomys cryophilus",1.6,"Pacifici et al. (2013, NatCons)"
"Megadontomys nelsoni",1.6,"Pacifici et al. (2013, NatCons)"
"Galenomys garleppi",1.6,"Pacifici et al. (2013, NatCons)"
"Euryoryzomys emmonsae",1.6,"Pacifici et al. (2013, NatCons)"
"Mindomys hammondi",1.6,"Pacifici et al. (2013, NatCons)"
"Euryoryzomys lamia",1.6,"Pacifici et al. (2013, NatCons)"
"Oreoryzomys balneator",1.6,"Pacifici et al. (2013, NatCons)"
"Eremoryzomys polius",1.6,"Pacifici et al. (2013, NatCons)"
"Volemys musseri",1.6,"Pacifici et al. (2013, NatCons)"
"Juscelinomys huanchacae",1.6,"Pacifici et al. (2013, NatCons)"
"Microakodontomys transitorius",1.6,"Pacifici et al. (2013, NatCons)"
"Oxymycterus josei",1.6,"Pacifici et al. (2013, NatCons)"
"Aegialomys galapagoensis",1.6,"Pacifici et al. (2013, NatCons)"
"Anotomys leander",1.6,"Pacifici et al. (2013, NatCons)"
"Ichthyomys hydrobates",1.6,"Pacifici et al. (2013, NatCons)"
"Oxymycterus hucucha",1.6,"Pacifici et al. (2013, NatCons)"
"Nesoryzomys narboroughi",1.6,"Pacifici et al. (2013, NatCons)"
"Ichthyomys pittieri",1.6,"Pacifici et al. (2013, NatCons)"
"Andinomys edax",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys praetor",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys vulcani",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys macrotis",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys popayanus",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys onkiro",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys apeco",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys hudsoni",1.6,"Pacifici et al. (2013, NatCons)"
"Oecomys cleberi",1.6,"Pacifici et al. (2013, NatCons)"
"Oecomys paricola",1.6,"Pacifici et al. (2013, NatCons)"
"Ellobius alaicus",1.6,"Pacifici et al. (2013, NatCons)"
"Prometheomys schaposchnikowi",1.6,"Pacifici et al. (2013, NatCons)"
"Euneomys chinchilloides",1.6,"Pacifici et al. (2013, NatCons)"
"Rhipidomys cariri",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys vestitus",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys gracilis",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys hylophilus",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys ischyrus",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys monochromos",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys pyrrhonotus",1.6,"Pacifici et al. (2013, NatCons)"
"Thomasomys rosalinda",1.6,"Pacifici et al. (2013, NatCons)"
"Nelsonia neotomodon",1.6,"Pacifici et al. (2013, NatCons)"
"Euneomys fossor",1.6,"Pacifici et al. (2013, NatCons)"
"Ichthyomys stolzmanni",1.6,"Pacifici et al. (2013, NatCons)"
"Punomys kofordi",1.6,"Pacifici et al. (2013, NatCons)"
"Punomys lemminus",1.6,"Pacifici et al. (2013, NatCons)"
"Habromys lepturus",1.6,"Pacifici et al. (2013, NatCons)"
"Phyllotis definitus",1.6,"Pacifici et al. (2013, NatCons)"
"Rhipidomys caucensis",1.6,"Pacifici et al. (2013, NatCons)"
"Rhipidomys ochrogaster",1.6,"Pacifici et al. (2013, NatCons)"
"Phaenomys ferrugineus",1.6,"Pacifici et al. (2013, NatCons)"
"Suncus fellowesgordoni",1.6,"Pacifici et al. (2013, NatCons)"
"Suncus malayanus",1.6,"Pacifici et al. (2013, NatCons)"
"Suncus aequatorius",1.6,"Pacifici et al. (2013, NatCons)"
"Suncus mertensi",1.6,"Pacifici et al. (2013, NatCons)"
"Suncus dayi",1.6,"Pacifici et al. (2013, NatCons)"
"Philander andersoni",1.6,"Pacifici et al. (2013, NatCons)"
"Philander mondolfii",1.6,"Pacifici et al. (2013, NatCons)"
"Philander deltae",1.6,"Pacifici et al. (2013, NatCons)"
"Philander olrogi",1.6,"Pacifici et al. (2013, NatCons)"
"Philander frenatus",1.6,"Pacifici et al. (2013, NatCons)"
"Philander mcilhennyi",1.6,"Pacifici et al. (2013, NatCons)"
"Sigmodon inopinatus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys rionegrensis",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys bergi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys minutus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys occultus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys pundti",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys dorsalis",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys latro",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys porteousi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys bonettoi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys pearsoni",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys tucumanus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys argentinus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys saltarius",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys validus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys tuconax",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys dorbignyi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys johannis",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys pilarensis",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys coyhaiquensis",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys coludo",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys osvaldoreigi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys flamarioni",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys fochi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys juris",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys lami",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys scagliai",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys famosus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys fodax",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys roigi",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys yolandae",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys viperinus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys tulduco",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys magellanicus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys emilianus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys knighti",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys azarae",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys colburni",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys pontifex",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys sericeus",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys sociabilis",1.6,"Pacifici et al. (2013, NatCons)"
"Ctenomys brasiliensis",1.6,"Pacifici et al. (2013, NatCons)"
"Prionomys batesi",1.7,"Pacifici et al. (2013, NatCons)"
"Voalavo gymnocaudus",1.7,"Pacifici et al. (2013, NatCons)"
"Steatomys jacksoni",1.7,"Pacifici et al. (2013, NatCons)"
"Voalavo antsahabensis",1.7,"Pacifici et al. (2013, NatCons)"
"Monticolomys koopmani",1.7,"Pacifici et al. (2013, NatCons)"
"Megadendromus nikolausi",1.7,"Pacifici et al. (2013, NatCons)"
"Macrotarsomys ingens",1.7,"Pacifici et al. (2013, NatCons)"
"Eliurus petteri",1.7,"Pacifici et al. (2013, NatCons)"
"Eliurus grandidieri",1.7,"Pacifici et al. (2013, NatCons)"
"Eliurus danieli",1.7,"Pacifici et al. (2013, NatCons)"
"Eliurus antsingy",1.7,"Pacifici et al. (2013, NatCons)"
"Meriones sacramenti",1.7,"Pacifici et al. (2013, NatCons)"
"Meriones shawi",1.7,"Pacifici et al. (2013, NatCons)"
"Meriones grandis",1.7,"Pacifici et al. (2013, NatCons)"
"Meriones zarudnyi",1.7,"Pacifici et al. (2013, NatCons)"
"Crateromys heaneyi",1.7,"Pacifici et al. (2013, NatCons)"
"Solomys ponceleti",1.7,"Pacifici et al. (2013, NatCons)"
"Uromys imperator",1.7,"Pacifici et al. (2013, NatCons)"
"Crateromys schadenbergi",1.7,"Pacifici et al. (2013, NatCons)"
"Phloeomys cumingi",1.7,"Pacifici et al. (2013, NatCons)"
"Papagomys armandvillei",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys melanonyx",1.7,"Pacifici et al. (2013, NatCons)"
"Microhydromys richardsoni",1.7,"Pacifici et al. (2013, NatCons)"
"Haeromys margarettae",1.7,"Pacifici et al. (2013, NatCons)"
"Hylomyscus parvus",1.7,"Pacifici et al. (2013, NatCons)"
"Hylomyscus stella",1.7,"Pacifici et al. (2013, NatCons)"
"Hylomyscus grandis",1.7,"Pacifici et al. (2013, NatCons)"
"Pseudohydromys occidentalis",1.7,"Pacifici et al. (2013, NatCons)"
"Pseudohydromys germani",1.7,"Pacifici et al. (2013, NatCons)"
"Apomys littoralis",1.7,"Pacifici et al. (2013, NatCons)"
"Apomys gracilirostris",1.7,"Pacifici et al. (2013, NatCons)"
"Apomys camiguinensis",1.7,"Pacifici et al. (2013, NatCons)"
"Hylomyscus baeri",1.7,"Pacifici et al. (2013, NatCons)"
"Paraleptomys wilhelmina",1.7,"Pacifici et al. (2013, NatCons)"
"Apomys sacobianus",1.7,"Pacifici et al. (2013, NatCons)"
"Apomys abrae",1.7,"Pacifici et al. (2013, NatCons)"
"Archboldomys luzonensis",1.7,"Pacifici et al. (2013, NatCons)"
"Hylomyscus denniae",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys rahmi",1.7,"Pacifici et al. (2013, NatCons)"
"Myomyscus verreauxii",1.7,"Pacifici et al. (2013, NatCons)"
"Crunomys celebensis",1.7,"Pacifici et al. (2013, NatCons)"
"Crunomys fallax",1.7,"Pacifici et al. (2013, NatCons)"
"Crunomys suncoides",1.7,"Pacifici et al. (2013, NatCons)"
"Crunomys melanius",1.7,"Pacifici et al. (2013, NatCons)"
"Hybomys lunaris",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys fraterculus",1.7,"Pacifici et al. (2013, NatCons)"
"Stenocephalemys ruppi",1.7,"Pacifici et al. (2013, NatCons)"
"Melasmothrix naso",1.7,"Pacifici et al. (2013, NatCons)"
"Taterillus gracilis",1.7,"Pacifici et al. (2013, NatCons)"
"Ammodillus imbellis",1.7,"Pacifici et al. (2013, NatCons)"
"Eropeplus canus",1.7,"Pacifici et al. (2013, NatCons)"
"Pogonomys championi",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys cinereus",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys dieterleni",1.7,"Pacifici et al. (2013, NatCons)"
"Leimacomys buettneri",1.7,"Pacifici et al. (2013, NatCons)"
"Paraleptomys rufilatus",1.7,"Pacifici et al. (2013, NatCons)"
"Lamottemys okuensis",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys flavopunctatus",1.7,"Pacifici et al. (2013, NatCons)"
"Hadromys yunnanensis",1.7,"Pacifici et al. (2013, NatCons)"
"Dasymys montanus",1.7,"Pacifici et al. (2013, NatCons)"
"Hadromys humei",1.7,"Pacifici et al. (2013, NatCons)"
"Pelomys isseli",1.7,"Pacifici et al. (2013, NatCons)"
"Thamnomys venustus",1.7,"Pacifici et al. (2013, NatCons)"
"Diplothrix legata",1.7,"Pacifici et al. (2013, NatCons)"
"Hybomys basilii",1.7,"Pacifici et al. (2013, NatCons)"
"Hybomys badius",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys medicaudatus",1.7,"Pacifici et al. (2013, NatCons)"
"Nesokia bunnii",1.7,"Pacifici et al. (2013, NatCons)"
"Nesoromys ceramicus",1.7,"Pacifici et al. (2013, NatCons)"
"Tarsomys echinatus",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys brevicaudus",1.7,"Pacifici et al. (2013, NatCons)"
"Otomys lacustris",1.7,"Pacifici et al. (2013, NatCons)"
"Otomys barbouri",1.7,"Pacifici et al. (2013, NatCons)"
"Lophuromys eisentrauti",1.7,"Pacifici et al. (2013, NatCons)"
"Thamnomys schoutedeni",1.7,"Pacifici et al. (2013, NatCons)"
"Otomys occidentalis",1.7,"Pacifici et al. (2013, NatCons)"
"Pelomys hopkinsi",1.7,"Pacifici et al. (2013, NatCons)"
"Thamnomys kempi",1.7,"Pacifici et al. (2013, NatCons)"
"Nilopegamys plumbeus",1.7,"Pacifici et al. (2013, NatCons)"
"Cremnomys elvira",1.7,"Pacifici et al. (2013, NatCons)"
"Dasymys foxi",1.7,"Pacifici et al. (2013, NatCons)"
"Dasymys nudipes",1.7,"Pacifici et al. (2013, NatCons)"
"Aethomys silindensis",1.7,"Pacifici et al. (2013, NatCons)"
"Aethomys stannarius",1.7,"Pacifici et al. (2013, NatCons)"
"Tokudaia osimensis",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys paveli",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys arcium",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys cooperae",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys howi",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys bannisteri",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys fulgens",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys bougainville",1.7,"Pacifici et al. (2013, NatCons)"
"Niviventer cameroni",1.7,"Pacifici et al. (2013, NatCons)"
"Desmomys yaldeni",1.7,"Pacifici et al. (2013, NatCons)"
"Pogonomys fergussoniensis",1.7,"Pacifici et al. (2013, NatCons)"
"Margaretamys parvus",1.7,"Pacifici et al. (2013, NatCons)"
"Paramelomys gressitti",1.7,"Pacifici et al. (2013, NatCons)"
"Paramelomys steini",1.7,"Pacifici et al. (2013, NatCons)"
"Melomys aerosus",1.7,"Pacifici et al. (2013, NatCons)"
